Data_Hora,IdTweet,Tweet,Tweet_limpo,Candidato,Sentimento_Final
2022-08-01 19:41:24+00:00,1554190581454209025,"@rafabppinheiro Sinceramente, eu não sei. Pois agora vai começar uma fase aguda onde vai imperar a troca de farpas entre Lula e Bolsonaro, o Ciro poderia se vender como o ""conciliador"" da história. E é aquilo, né? O fracasso ele já tem!"," sinceramente, eu não sei. pois agora vai começar uma fase aguda onde vai imperar a troca de farpas entre lula e bolsonaro, o ciro poderia se vender como o ""conciliador"" da história. e é aquilo, né? o fracasso ele já tem!",Lula,Neutro
2022-08-01 19:41:24+00:00,1554190581395607555,"@LulaOficial Vaza daqui condenado.
Volta pra cadeia de onde nunca devia ter saído. Você é um criminoso condenado pela justiça, nunca vai ser esperança pra ninguém, já te conhecemos bem."," vaza daqui condenado.volta pra cadeia de onde nunca devia ter saído. você é um criminoso condenado pela justiça, nunca vai ser esperança pra ninguém, já te conhecemos bem.",Lula,Neutro
2022-08-01 19:41:24+00:00,1554190579759816705,@LulaOficial @gioewbank @brunogagliasso Kkkkkk só rindo kkkkk,   kkkkkk só rindo kkkkk,Lula,Neutro
2022-08-01 19:41:20+00:00,1554190561795620865,"@LulaOficial @dilmabr Vc roubou o que pode nessa obra, e a abandonou. É isso","  vc roubou o que pode nessa obra, e a abandonou. é isso",Lula,Neutro
2022-08-01 19:41:19+00:00,1554190560516116480,@LulaOficial Eu vou dormir com depois que eu como um prato de comida não um copo de leite, eu vou dormir com depois que eu como um prato de comida não um copo de leite,Lula,Neutro
2022-08-01 19:41:17+00:00,1554190550949150720,"@Fconegundes @tracklist VERDADE!! POR ISSO SOU A FAVOR QUE SPAQUEM O LULA, ESAQUEM O BOLSOANRO, ESPAQUEM OS MARGINAIS, ESPAQUEM HOMICIDA, ESPANQUEM TRAFICANTES, ESPAQUEM ASSALTANTES , E POR AI VAI!! VAMOS VIVER EM UM MUNDO DE OLHO POR OLHO DENTE POR DENTE QUE TODO MUNDO TERMINA BANGUELO E CEGO","  verdade!! por isso sou a favor que spaquem o lula, esaquem o bolsoanro, espaquem os marginais, espaquem homicida, espanquem traficantes, espaquem assaltantes , e por ai vai!! vamos viver em um mundo de olho por olho dente por dente que todo mundo termina banguelo e cego",Lula,Positivo
2022-08-01 19:41:17+00:00,1554190550408077316,@LulaOficial https://t.co/D5n3juHCli, ,Lula,Neutro
2022-08-01 19:41:16+00:00,1554190547140521985,"@LulaOficial Iti malia que vovô fofiiiiinhuuuuuu.... 

Parem de imbecilizar o povo, pelo amor de deus!!!!!!"," iti malia que vovô fofiiiiinhuuuuuu.... parem de imbecilizar o povo, pelo amor de deus!!!!!!",Lula,Positivo
2022-08-01 19:41:14+00:00,1554190538177495042,@Francis970AM Lula es un hijo de puta comunista puerco q si gana lo hara con trampa como han ganado la mayoria de los gobiernos zurdocomunistas q ahora están comiendo de la basura, lula es un hijo de puta comunista puerco q si gana lo hara con trampa como han ganado la mayoria de los gobiernos zurdocomunistas q ahora están comiendo de la basura,Lula,Neutro
2022-08-01 19:41:14+00:00,1554190537158189057,"@gaelrizzi Deixa eu adivinhar. Bolsonaro 99% e Lula 0,2%?"," deixa eu adivinhar. bolsonaro 99% e lula 0,2%?",Lula,Neutro
2022-08-01 19:41:11+00:00,1554190526945153025,@LulaOficial Pinguço 🤣🤣🤣🤣, pinguço 🤣🤣🤣🤣,Lula,Neutro
2022-08-01 19:41:11+00:00,1554190526127263744,"@ThaisRMaschio @pedrodoria A indústria teve forte queda depois de 3 gov neoliberais (Collor,Itamar e FHC), experimentou crescimento no gov Lula, ainda sem uma retomada na % dos anos 80. No governo Dilma os trabalhadores tiveram a maior renda desde 1965, a menor taxa de desemprego histórica.","  a indústria teve forte queda depois de 3 gov neoliberais (collor,itamar e fhc), experimentou crescimento no gov lula, ainda sem uma retomada na % dos anos 80. no governo dilma os trabalhadores tiveram a maior renda desde 1965, a menor taxa de desemprego histórica.",Lula,Negativo
2022-08-01 19:41:09+00:00,1554190517965148161,@juliette Em Lula nem Bolsonaro por falta de opção voto nulo https://t.co/zalngjjnRt, em lula nem bolsonaro por falta de opção voto nulo ,Lula,Neutro
2022-08-01 19:41:08+00:00,1554190512646750216,@Ceissa_Med @LulaOficial LADRÃOOOOOOOOOOOOOOOoooooo https://t.co/6OE2loY2zM,  ladrãooooooooooooooooooooo ,Lula,Neutro
2022-08-01 19:41:07+00:00,1554190510641844224,"@ArthurWeint @EsterBAbrahao 📊Datafolha, desempenho de Lula e de Bolsonaro por região:

Sudeste:
🔴Lula 43% (=)
🟤Bolsonaro 28% (-1)
Nordeste: 
🔴Lula 59% (-1)
🟤Bolsonaro 24% (+5)
Norte/Centro-Oeste: 
🔴Lula 42% (=)
🟤Bolsonaro 37% (+1)
Sul: 
🔴Lula 41%  (=)
🟤Bolsonaro 34% (=) https://t.co/8KFYBRn4i8","  📊datafolha, desempenho de lula e de bolsonaro por região:sudeste:🔴lula 43% (=)🟤bolsonaro 28% (-1)nordeste: 🔴lula 59% (-1)🟤bolsonaro 24% (+5)norte/centro-oeste: 🔴lula 42% (=)🟤bolsonaro 37% (+1)sul: 🔴lula 41%  (=)🟤bolsonaro 34% (=) ",Lula,Neutro
2022-08-01 19:41:07+00:00,1554190508427206657,@CoronelTadeu Que crianças do Lula cara? vtnc, que crianças do lula cara? vtnc,Lula,Neutro
2022-08-01 19:41:06+00:00,1554190505382219776,@JssikaTamara2 @LulaOficial Kkkkkkkkkkkkkkkkkkkkkkkkkkkk aí miga cê e engraçada,  kkkkkkkkkkkkkkkkkkkkkkkkkkkk aí miga cê e engraçada,Lula,Neutro
2022-08-01 19:41:06+00:00,1554190503415005184,@guimaraes13PT @LulaOficial @geraldoalckmin Capitão cueca! 😂😂😂😂😂,   capitão cueca! 😂😂😂😂😂,Lula,Neutro
2022-08-01 19:41:05+00:00,1554190502722928641,"@FiscalesGobAr 
@DiputadosAR 
@Diputados_Todos 

El Fiscal de la nación🇦🇷 habla como lxs fiscales impulsadxs por Moro en Brasil a condenar a Lula
Sospechas ""armadas"", medios concentrados y cierta embajada

#Lawfare 
¿Pericias?
¿Pruebas⁉️
#Democracia https://t.co/OqVmoxHJiO","   el fiscal de la nación🇦🇷 habla como lxs fiscales impulsadxs por moro en brasil a condenar a lulasospechas ""armadas"", medios concentrados y cierta embajada#lawfare ¿pericias?¿pruebas⁉️ ",Lula,Neutro
2022-08-01 19:41:04+00:00,1554190496750239746,"@pablo_giuliani @slpng_giants_pt O ameba, imbecil, tu entende tanto de leis e foros de justica quanto o assassino ladrão que ocupa a cadeira de presidente.
Pare de bostejar, informe-se primeiro.

Bolsonaro não trabalha
Bolsonaro ladrão

Lula2022
Lula presidente
#LulaNo1ºTurno","  o ameba, imbecil, tu entende tanto de leis e foros de justica quanto o assassino ladrão que ocupa a cadeira de presidente.pare de bostejar, informe-se primeiro.bolsonaro não trabalhabolsonaro ladrãolula2022lula presidente#lulano1ºturno",Lula,Neutro
2022-08-01 19:41:03+00:00,1554190493847883778,@LulaOficial Vai devolver o dinheiro que roubou?, vai devolver o dinheiro que roubou?,Lula,Neutro
2022-08-01 19:41:03+00:00,1554190492803399683,"@PedroRonchi2 @UOLNoticias @LulaOficial De novo, o mesmo cara de pau que defende bandido aqui.","   de novo, o mesmo cara de pau que defende bandido aqui.",Lula,Neutro
2022-08-01 19:41:02+00:00,1554190486218342402,"@senadorhumberto Nossa.   O Draculino ta tomando conta mesmo da vida do Bolsonaro.   O Lula roubou, quebrou o país.   Se todo mundo vigiasse o Ladrão,  ele não tinha feito o que fez."," nossa.   o draculino ta tomando conta mesmo da vida do bolsonaro.   o lula roubou, quebrou o país.   se todo mundo vigiasse o ladrão,  ele não tinha feito o que fez.",Lula,Neutro
2022-08-01 19:41:01+00:00,1554190483265658881,@Tarcelissimo @Renan_Schardong @LulaOficial Só trabalhar q fica acessível kkķkk,   só trabalhar q fica acessível kkķkk,Lula,Neutro
2022-08-01 19:40:58+00:00,1554190470682755075,"@DavidGois40 Isso na época em q se achava q Moro era imparcial, tinha provas e antes da comprovação da VAZA JATO q mostrou q Moro se uniu a Dallagnol p prejudicar Lula, fazia tudo para Bolsonaro ser eleito. A ONU, sem nh juiz brasileiro, tb decidiu q não houve provas

 https://t.co/ZiEh6UGHvF"," isso na época em q se achava q moro era imparcial, tinha provas e antes da comprovação da vaza jato q mostrou q moro se uniu a dallagnol p prejudicar lula, fazia tudo para bolsonaro ser eleito. a onu, sem nh juiz brasileiro, tb decidiu q não houve provas ",Lula,Positivo
2022-08-01 19:40:58+00:00,1554190469437030404,"É fundamental eleger Governadores, Deputados e Senadores que apoiam  @LulaOficial Como bem destacou nosso presidente: “Nessa eleição, é a democracia contra o fascismo”. Portanto precisamos de uma bancada forte! É LULA PRESIDENTE 💫 #LulaNoPrimeiroTurno #PTdePontaAponta https://t.co/iKcH11RMdE","é fundamental eleger governadores, deputados e senadores que apoiam   como bem destacou nosso presidente: “nessa eleição, é a democracia contra o fascismo”. portanto precisamos de uma bancada forte! é lula presidente 💫   ",Lula,Neutro
2022-08-01 19:40:57+00:00,1554190465884475392,@MortariSchmidt @ANAMARIABRAGA E o que tem haver Lula na história?,  e o que tem haver lula na história?,Lula,Neutro
2022-08-01 19:40:56+00:00,1554190463833366529,PGR QUER SOLTAR Bolsonarista que AMEAÇOU Lula e STF https://t.co/0BrIDDMZ4f via @YouTube,pgr quer soltar bolsonarista que ameaçou lula e stf  via ,Lula,Neutro
2022-08-01 19:40:56+00:00,1554190462403190788,@LulaOficial Você fez dos filhos do pobre engenheiro e depois de sua roubalheira os mesmos são engenheiros que viraram pedreiros, você fez dos filhos do pobre engenheiro e depois de sua roubalheira os mesmos são engenheiros que viraram pedreiros,Lula,Neutro
2022-08-01 19:40:56+00:00,1554190461279010816,"Posto um storie de comida = 15 visualizações.
Posto com bonezinho de lula 2022 no barradao = o Instagram inteiro.",posto um storie de comida = 15 visualizações.posto com bonezinho de lula 2022 no barradao = o instagram inteiro.,Lula,Negativo
2022-08-01 19:40:55+00:00,1554190460503166976,"@ThiagoResiste LULA, o canalha, até quis puxar pra si a criação do FIES...  Mas a INTERNET não PERDOA...
https://t.co/zbtN728Q9M"," lula, o canalha, até quis puxar pra si a criação do fies...  mas a internet não perdoa...",Lula,Neutro
2022-08-01 19:40:55+00:00,1554190460003950595,@guimaraes13PT @LulaOficial @geraldoalckmin Vai dividir a cueca com Alckmin?,   vai dividir a cueca com alckmin?,Lula,Neutro
2022-08-01 19:40:55+00:00,1554190459890802688,"@juniorduartedj @LulaOficial @Nilsonhandebol Seguindo,sdv todos","   seguindo,sdv todos",Lula,Neutro
2022-08-01 19:40:54+00:00,1554190455813931008,"@SandroM1488 @LulaOficial @gioewbank @brunogagliasso Tem q fazer muito mais q tempestade! Tem q quebrar o sistema, cair os privilégios, expor os racistas e penas q faça jus ao mal q fazem aos seres humanos.","    tem q fazer muito mais q tempestade! tem q quebrar o sistema, cair os privilégios, expor os racistas e penas q faça jus ao mal q fazem aos seres humanos.",Lula,Neutro
2022-08-01 19:40:54+00:00,1554190455792979971,"@LulaOficial A fome da lucro!
Antes o que os mercados jogavam no lixo, agora estão vendendo…
Carcaças, peles,
Isso é uma vergonha!
Lula 2022 pra isso mudar!"," a fome da lucro!antes o que os mercados jogavam no lixo, agora estão vendendo…carcaças, peles,isso é uma vergonha!lula 2022 pra isso mudar!",Lula,Negativo
2022-08-01 19:40:54+00:00,1554190454782050304,"@bernardokuster2 Penso que a intenção do Bob Jeff é ajudar o Bolsonaro, poupando-o de desgastes maiores. Ele, Bob Jeff, irá fazer o papel de falar as verdades sobre o Lula, sem q Bolsonaro entre nesta briga. Depois de falar verdades sobre o nine, massacrando e arrasando c ele, Bob sai de cena."," penso que a intenção do bob jeff é ajudar o bolsonaro, poupando-o de desgastes maiores. ele, bob jeff, irá fazer o papel de falar as verdades sobre o lula, sem q bolsonaro entre nesta briga. depois de falar verdades sobre o nine, massacrando e arrasando c ele, bob sai de cena.",Lula,Neutro
2022-08-01 19:41:43+00:00,1554190661561339905,@twiterdoMumu @apyus O @cirogomes ciranha é  marvel,  o  ciranha é  marvel,Ciro Gomes,Positivo
2022-08-01 19:41:29+00:00,1554190602639740932,@Kadancordeiro86 @Yurimagrelin @cirogomes @gioewbank Sim. Qual o problema?,    sim. qual o problema?,Ciro Gomes,Neutro
2022-08-01 19:41:26+00:00,1554190590232903685,@cirogomes 👏🙌👏, 👏🙌👏,Ciro Gomes,Neutro
2022-08-01 19:40:58+00:00,1554190473400573954,"@Yurimagrelin @cirogomes @gioewbank Achar que um homem público fala - e deve falar - tudo que pensa, da forma que pensa e no momento que pensa é ser imaturo e - sinceramente - burro.","   achar que um homem público fala - e deve falar - tudo que pensa, da forma que pensa e no momento que pensa é ser imaturo e - sinceramente - burro.",Ciro Gomes,Negativo
2022-08-01 19:40:54+00:00,1554190453175734274,@joaorrios79 @cirogomes Tô cansada desse povo,  tô cansada desse povo,Ciro Gomes,Neutro
2022-08-01 19:40:53+00:00,1554190449077780480,A rebeldia da esperança! #PrefiroCiro #PrefiroCiroPresidente12 #CiroNoSegundoTurno  #CiroGomes https://t.co/7MrIaKk0az,a rebeldia da esperança!      ,Ciro Gomes,Neutro
2022-08-01 19:40:52+00:00,1554190448209661953,"@itjoelrs @MarceloMangabe4 @apaguiga @Vana_FN @rital1n0 @cirogomes @CartunistaT @LulaOficial Saiu e depois voltou qdo o Loola se corrompeu. Fui eleitora dele e reconheço o q ele fez de bom. Mas o que foi bom um dia, acabou. Vc deve saber pq, embora n queira reconhecer e passe pano pra tudo o q aconteceu e vai acontecer se ele ganhar junto com essa quadrilha q está c ele","        saiu e depois voltou qdo o loola se corrompeu. fui eleitora dele e reconheço o q ele fez de bom. mas o que foi bom um dia, acabou. vc deve saber pq, embora n queira reconhecer e passe pano pra tudo o q aconteceu e vai acontecer se ele ganhar junto com essa quadrilha q está c ele",Ciro Gomes,Neutro
2022-08-01 19:40:37+00:00,1554190384519069696,"O próximo artigo no Blog do Luiz Cláudio Ferreira Barbosa. Na noite dessa segunda-feira (01/08). 

Título - Tasso Jereissati ainda se reconhece no Ciro Gomes?

Luiz Cláudio Ferreira Barbosa é gerente-executivo da Consultoria LCFB https://t.co/HSQNWIVG84",o próximo artigo no blog do luiz cláudio ferreira barbosa. na noite dessa segunda-feira (01/08). título - tasso jereissati ainda se reconhece no ciro gomes?luiz cláudio ferreira barbosa é gerente-executivo da consultoria lcfb ,Ciro Gomes,Negativo
2022-08-01 19:40:20+00:00,1554190313564114946,"@Yurimagrelin @cirogomes @gioewbank Nossa mano, tu só fala merd@","   nossa mano, tu só fala merd@",Ciro Gomes,Neutro
2022-08-01 19:40:13+00:00,1554190283956436993,@ThaisRMaschio @pedrodoria @fabiohipermidia @cirogomes @lucas_fontelles https://t.co/bAZtOVjTz2,     ,Ciro Gomes,Neutro
2022-08-01 19:40:09+00:00,1554190263995621376,"@alebitenco @rftailor @cirogomes Pois ela não deveria receber então, mas se recebe de fato, tendo outra fonte de renda… então ela vai ter outra renda pra pagar o empréstimo…","   pois ela não deveria receber então, mas se recebe de fato, tendo outra fonte de renda… então ela vai ter outra renda pra pagar o empréstimo…",Ciro Gomes,Neutro
2022-08-01 19:40:03+00:00,1554190241451343872,"@Yurimagrelin @cirogomes @gioewbank Não concordo com Ciro, nem ele provavelmente concorda com ele nessa frase. Concordo com a atitude do Ciro, fez como qualquer estadista deve fazer.","   não concordo com ciro, nem ele provavelmente concorda com ele nessa frase. concordo com a atitude do ciro, fez como qualquer estadista deve fazer.",Ciro Gomes,Neutro
2022-08-01 19:39:57+00:00,1554190215845126146,@cirogomes @gioewbank quando a gente precisou de um brasileiro pra gritar contra um fascista igual a @gioewbank ele foi pra Paris,  quando a gente precisou de um brasileiro pra gritar contra um fascista igual a  ele foi pra paris,Ciro Gomes,Neutro
2022-08-01 19:39:53+00:00,1554190199848042497,"@AdrianaRepresas @cirogomes Ciro, claro. Lula teve o currículo aprovado duas vezes pela população brasileira. E está em vias de uma terceira aprovação.","  ciro, claro. lula teve o currículo aprovado duas vezes pela população brasileira. e está em vias de uma terceira aprovação.",Ciro Gomes,Neutro
2022-08-01 19:39:53+00:00,1554190197109268481,@canalsoloutubro @pehdebarro @cirogomes @cirogomes,   ,Ciro Gomes,Neutro
2022-08-01 19:39:50+00:00,1554190187256844293,"@JornalismoWando @cirogomes @caiofabiovvtv Cara, tira esse título de ""Jornalista"", pelo amordi. 🫠🐂","   cara, tira esse título de ""jornalista"", pelo amordi. 🫠🐂",Ciro Gomes,Neutro
2022-08-01 19:39:25+00:00,1554190082449571840,@Vana_FN @EvaLopesdaSilv4 @MarceloMangabe4 @rital1n0 @cirogomes @CartunistaT E o PTB do Ciro? À é NUNCA foi,      e o ptb do ciro? à é nunca foi,Ciro Gomes,Neutro
2022-08-01 19:39:24+00:00,1554190076929777664,"@igorpqmxx @ismattca @tacagota @CCMazza E outra, não adianta colocar nem o Senador Cid nesse balaio, com todas as criticas que eu possa ter contra ele, ele não tem par na traição que rachou o bloco governista não, é obra do Sr. Ciro Gomes, pela pura vaidade e o medo de não tomar uma inevitavel surra eleitoral aqui","    e outra, não adianta colocar nem o senador cid nesse balaio, com todas as criticas que eu possa ter contra ele, ele não tem par na traição que rachou o bloco governista não, é obra do sr. ciro gomes, pela pura vaidade e o medo de não tomar uma inevitavel surra eleitoral aqui",Ciro Gomes,Neutro
2022-08-01 19:39:08+00:00,1554190008550133761,@pedrodoria @fabiohipermidia @cirogomes @lucas_fontelles olar ^^,    olar ^^,Ciro Gomes,Neutro
2022-08-01 19:38:52+00:00,1554189943181873153,"Estado de Minas: Ciro Gomes assina carta em favor da democracia.
https://t.co/fC42ld0yS7

via @GoogleNews",estado de minas: ciro gomes assina carta em favor da democracia. ,Ciro Gomes,Positivo
2022-08-01 19:38:43+00:00,1554189906498490369,@MarcoBr12019067 @cirogomes @LulaOficial Uma música pra vc https://t.co/OVkzYd2RZv,   uma música pra vc ,Ciro Gomes,Neutro
2022-08-01 19:38:10+00:00,1554189764806541316,"@Correa16Cida @cirogomes @GloboNews Põe decepção, o cara tem a mesma dinâmica de ódio do BOSTANARO, é o CIRONARO","   põe decepção, o cara tem a mesma dinâmica de ódio do bostanaro, é o cironaro",Ciro Gomes,Neutro
2022-08-01 19:38:05+00:00,1554189743923003396,@cirogomes Parabéns e muitas felicidades para Ney Mato Grosso!, parabéns e muitas felicidades para ney mato grosso!,Ciro Gomes,Neutro
2022-08-01 19:38:00+00:00,1554189723144445960,@JoseRocha @cirogomes Não prefiro.,  não prefiro.,Ciro Gomes,Neutro
2022-08-01 19:37:47+00:00,1554189669981736961,@EvaLopesdaSilv4 @MarceloMangabe4 @apaguiga @Vana_FN @rital1n0 @cirogomes @CartunistaT Se fosse Ciro X Bozo em um SEGUNDO turno APOSTO que até bandeirinha do PTB o Lula balançava,       se fosse ciro x bozo em um segundo turno aposto que até bandeirinha do ptb o lula balançava,Ciro Gomes,Neutro
2022-08-01 19:37:42+00:00,1554189650079764487,"@Mar_Pinho1 @cirogomes Se Ciro, Bolsonaro e Lula enviarem  seus currículos pro Beach Park, quem você acha que seria contratado para administrar o maior park da América Latina?","  se ciro, bolsonaro e lula enviarem  seus currículos pro beach park, quem você acha que seria contratado para administrar o maior park da américa latina?",Ciro Gomes,Neutro
2022-08-01 19:37:32+00:00,1554189605972443142,@cirogomes Urgente 📣, urgente 📣,Ciro Gomes,Neutro
2022-08-01 19:37:31+00:00,1554189603149586437,@Fabricio_Rebelo @Ana_reloaded_10 O Brasil precisa de Ciro Gomes!,  o brasil precisa de ciro gomes!,Ciro Gomes,Neutro
2022-08-01 19:37:26+00:00,1554189584120045568,@marivalentimdf @cirogomes Mandetta?,  mandetta?,Ciro Gomes,Neutro
2022-08-01 19:37:18+00:00,1554189550368464896,@AristidesMCanut @cirogomes Sim. Muito digno.,  sim. muito digno.,Ciro Gomes,Neutro
2022-08-01 19:37:08+00:00,1554189507339091970,@cirogomes @jairbolsonaro, ,Ciro Gomes,Neutro
2022-08-01 19:36:42+00:00,1554189396177522688,"@cirogomes Eu não sei, mas pago pra ver, vou votar nele de novo, quero mais desse vapor"," eu não sei, mas pago pra ver, vou votar nele de novo, quero mais desse vapor",Ciro Gomes,Neutro
2022-08-01 19:36:16+00:00,1554189286949502987,@FERNAND66279834 @alertatotal @LulaOficial @jairbolsonaro @cirogomes Se o ministro for indicado pelo seu bandido de estimação vc confia né?,     se o ministro for indicado pelo seu bandido de estimação vc confia né?,Ciro Gomes,Neutro
2022-08-01 19:36:05+00:00,1554189241747374087,@cirogomes @gioewbank Cirão soltando o Verbo 👏,  cirão soltando o verbo 👏,Ciro Gomes,Neutro
2022-08-01 19:35:52+00:00,1554189189020880897,@RomuloKvalcante @BlogdoNoblat @cirogomes Então deveria se aposentar e cuidar da sua saúde mental. Ciro é desequilibrado.,   então deveria se aposentar e cuidar da sua saúde mental. ciro é desequilibrado.,Ciro Gomes,Neutro
2022-08-01 19:35:47+00:00,1554189168435142664,"@cirogomes 
https://t.co/nXmuDlM1TG", ,Ciro Gomes,Neutro
2022-08-01 19:35:39+00:00,1554189132695584769,"@Vana_FN @itjoelrs @MarceloMangabe4 @rital1n0 @cirogomes @CartunistaT Boa! 👏👏👏👏
Vamos esperar ele responder essa kkk",      boa! 👏👏👏👏vamos esperar ele responder essa kkk,Ciro Gomes,Neutro
2022-08-01 19:35:21+00:00,1554189058544439298,@Aquino63715274 @cirogomes Não viaja. Nando Moura é quem pra sabatinar alguém?,  não viaja. nando moura é quem pra sabatinar alguém?,Ciro Gomes,Neutro
2022-08-01 19:35:20+00:00,1554189052504580096,@EvaLopesdaSilv4 @MarceloMangabe4 @Vana_FN @rital1n0 @cirogomes @CartunistaT NINGUÉM falou isso também mas pesquisa em que anos o brasileiro teve maior acesso a informações e acesso a Internet,      ninguém falou isso também mas pesquisa em que anos o brasileiro teve maior acesso a informações e acesso a internet,Ciro Gomes,Neutro
2022-08-01 19:35:19+00:00,1554189051510624256,@cirogomes Voa biroliro https://t.co/p81xzOBkhQ, voa biroliro ,Ciro Gomes,Neutro
2022-08-01 19:35:16+00:00,1554189037983916032,"@andreroncaglia @eliasjabbour @moreira_uallace @marconi_nelson @GuilSMello Ciro Gomes, o porra-louca, está no grupo neofascista ""nova resistência"" do PDT ?","     ciro gomes, o porra-louca, está no grupo neofascista ""nova resistência"" do pdt ?",Ciro Gomes,Negativo
2022-08-01 19:35:02+00:00,1554188979842547718,@cirogomes @caiofabiovvtv Gloria!,  gloria!,Ciro Gomes,Neutro
